indice_tiempo,azucar,cerveza,vino,gaseosas,cigarrillos_1er_cuartil,cigarrillos_2do_cuartil,cigarrillos_3er_cuartil,cigarrillos_4to_cuartil,cigarrillos,productos_farma,naftas,nafta_comun,nafta_super,nafta_ultra,cemento,asfalto,automot_nac_automoviles,automot_nac_utilitarios,automot_nac_carga_pasaj,automot_nac_total,automot_nac_imp_total,automot_nac_imp_automoviles,automot_nac_imp_utilitarios,automot_nac_imp_carga_pasaj,maquinas_herramientas,energia_electrica,residuos,gasoil
2009-05-01,170.0,1320.0,844.78269,277166.0,1.73719,91.415293,70.61561,0.04354,163.811633,41.5536,452.93897,32.01019,341.54834999999997,79.38042999999999,725.205,49.188,12819.0,3698.0,442.0,40872.0,39266.0,31101.0,8165.0,1606.0,,8435.3,465009.09,1033.25323
2009-06-01,180.0,1190.0,909.90658,247991.0,1.736268,90.281758,68.822587,0.0302,160.870813,44.6657,461.218709,33.37744,348.852969,78.98830000000001,793.624,51.612,12908.0,3262.0,442.0,42965.0,41459.0,32924.0,8535.0,1506.0,,9114.2,458987.72,1027.0371189999998
2009-07-01,187.0,1050.0,918.30934,283928.0,1.864919,94.371075,78.584034,0.075259,174.895287,48.7771,460.290477,32.866080000000004,347.480557,79.94384,804.239,42.231,14148.0,4457.0,531.0,43471.0,41769.0,33606.0,8163.0,1702.0,,9508.0,483850.54,1023.9321
2009-08-01,190.0,1210.0,947.18737,292030.0,2.103071,74.588536,87.324296,0.009057,164.02496,34.6215,476.73783999999995,31.888830000000002,358.07135999999997,86.77765,814.803,64.18697,13499.0,3575.0,515.0,42553.0,40847.0,33619.0,7228.0,1706.0,,8738.4,476885.47,1038.211609
2009-09-01,184.0,1480.0,1001.70328,306964.0,0.244069,3.449714,76.92027,93.005149,173.619202,40.1896,474.46156,32.312580000000004,355.95579,86.19319,789.159,51.892410000000005,13105.0,4635.0,446.0,42569.0,41238.0,32077.0,9161.0,1331.0,,8350.2,476651.0,1023.0678159999999
2009-10-01,,1670.0,970.66079,334470.0,1.932385,15.931585,66.888164,98.266237,183.018371,41.9963,506.39732,31.818450000000002,374.31104,100.26783,862.99,51.894040000000004,13365.0,4829.0,540.0,44630.0,43139.0,34327.0,8812.0,1491.0,,8420.7,509723.18999999994,1078.06024
2009-11-01,152.6,1810.0,891.62786,338641.0,7.316512,131.0855,31.60703,0.006972,170.016014,37.6445,475.70918,28.31032,353.18448,94.21438,770.394,46.583,12474.0,4573.0,602.0,41818.0,40168.0,31118.0,9050.0,1650.0,,8644.0,513020.33,1040.60148
2009-12-01,140.0,1990.0,827.70032,436309.0,1.870366,93.982733,115.554219,0.000127,211.407445,37.6482,544.1059,30.28987,404.06604,109.74999000000001,731.449,48.79766,11805.0,4112.0,419.0,44850.0,43229.0,33312.0,9917.0,1621.0,,9023.6,525424.77,1111.303798
2010-01-01,98.6,2120.0,668.53719,355349.0,1.919463,77.195514,93.482374,9e-05,172.597441,38.8371,549.7733649999999,28.807058999999995,405.83469299999985,115.13161300000003,741.914,45.425959999999996,12365.0,3010.0,415.0,50044.0,48283.0,40376.0,7907.0,1761.0,,9740.0,497578.68,1055.5088478
2010-02-01,90.0,1870.0,705.31155,311143.0,1.836382,75.624566,93.706,0.389108,171.556056,39.5201,475.3096230000001,24.587163999999994,359.39680800000014,91.32565099999997,690.094,43.51915,13503.0,4084.0,545.0,49384.0,47611.0,37590.0,10021.0,1773.0,,8773.9,467138.79,995.455453
2010-03-01,103.3,1850.0,771.8831,329943.0,2.048131,27.568179,162.769508,0.101113,192.486931,44.6262,528.367698,28.974998999999993,396.52866000000006,102.86403899999999,869.227,49.99706,14014.0,4405.0,663.0,54675.0,52393.0,41914.0,10479.0,2282.0,,9518.9,522690.0,1212.2286859999997
2010-04-01,116.3,1580.0,720.9,290479.0,1.856149,15.786164,107.638135,35.903398,161.183846,43.7894,500.45162899999997,26.875946999999996,374.647068,98.928614,817.15,53.290440000000004,13672.0,4900.0,730.0,49935.0,47712.0,37056.0,10656.0,2223.0,,8434.1,486557.0,1202.3931270000003
2010-05-01,170.0,1290.0,662.0,268391.0,1.31871,20.173221,139.118824,2.748346,163.359101,42.9379,497.4036380000001,24.40991200000001,373.7323000000001,99.261426,768.72,46.333769999999994,14644.0,5197.0,784.0,53589.0,51384.0,39280.0,12104.0,2205.0,,8866.4,510594.0,1175.3427130000002
2010-06-01,150.0,1140.0,924.9,256731.0,1.438769,18.236737,128.414604,14.232652,162.322762,44.9065,481.9461270000003,22.744714,366.4526990000003,92.74871399999998,799.984,43.06106,16652.0,5297.0,903.0,60940.0,58399.0,44600.0,13799.0,2541.0,,9367.0,502823.60000000003,1122.9687089999993
2010-07-01,176.6,1180.0,880.0,283819.0,1.375509,18.53956,132.747795,14.286281,166.949145,46.306599999999996,519.525466,22.27164899999999,385.5527310000001,111.70108599999998,832.922,39.789559999999994,16894.0,5281.0,770.0,53635.0,51416.0,40750.0,10666.0,2219.0,,10081.1,500648.0,1161.6492717000006
2010-08-01,185.6,1290.0,880.9,286970.0,1.450344,18.41381,135.250541,14.357871,169.472566,43.2747,521.3436040000003,22.416343,397.0012910000003,101.92596999999999,898.657,45.7548,16219.0,6664.0,769.0,61599.0,58788.0,46360.0,12428.0,2811.0,,9733.1,517890.69000000006,1152.0654244000002
2010-09-01,187.7,1550.0,878.4,310468.0,1.956295,20.327282,148.916504,2.396039,173.59612,45.8773,497.49529099999995,21.429972000000003,377.995325,98.06999399999998,909.47,48.313449999999996,15648.0,5989.0,816.0,63914.0,61168.0,47869.0,13299.0,2746.0,,8755.9,522020.0,1122.8805009999996
2010-10-01,155.2,1830.0,847.6,314513.0,1.207335,16.828134,74.876221,74.689148,167.600838,47.5235,531.9917950000001,19.522520999999998,406.58552600000013,105.88374800000003,932.363,46.562400000000004,16323.0,5674.0,980.0,61008.0,58240.0,46589.0,11651.0,2768.0,,8567.7,499267.13,1154.1086329999998
2010-11-01,140.0,1920.0,948.0,363426.0,1.201651,16.786006,78.946838,79.944809,176.879304,46.1948,529.3463459999999,18.395037999999996,403.5492469999999,107.40206100000002,1001.211,57.27177,19356.0,7398.0,756.0,70242.0,67669.0,50080.0,17589.0,2573.0,,8834.6,544195.17,1182.398019
2010-12-01,120.0,2240.0,889.7,456782.0,1.301408,16.617833,96.648517,95.53419,210.101948,41.6933,603.403309,18.225959000000003,448.88290000000006,136.29444999999996,904.0,51.77652,19516.0,6958.0,738.0,69439.0,66646.0,50127.0,16519.0,2793.0,,10125.7,554773.0,1238.4445029999997
2011-01-01,110.0,2230.0,623.5,375012.0,1.422696,14.461663,85.753002,81.926086,183.563447,43.2233,586.3174779999999,18.399737,435.84381099999996,132.07393,849.411,51.806760000000004,15184.0,3808.0,448.0,57931.0,55835.0,47057.0,8778.0,2096.0,,10231.0,552772.0,1134.9463469999998
2011-02-01,127.1,1970.0,671.7,324056.0,1.325,16.154655,91.846463,58.072334,167.398452,47.2194,526.0204500000002,16.279417,374.0997380000001,135.64129500000004,817.559,53.59215,10949.0,4666.0,621.0,56457.0,53902.0,43224.0,10678.0,2555.0,,9129.0,471800.0,1034.4704740000004
2011-03-01,140.0,1910.0,844.0,366069.0,1.25943,16.96312,86.365127,87.896781,192.484458,53.0994,595.951164,17.926706,426.7133299999999,151.31112800000002,909.02,61.084184,17145.0,6295.0,903.0,70583.0,67326.0,50811.0,16515.0,3257.0,,9863.0,547990.5,1217.0197190000008
2011-04-01,130.0,1700.0,789.2,300463.0,1.36774,15.253611,76.98802,80.68696,174.296331,49.493300000000005,562.4271370000001,18.322554,405.9715950000001,138.132988,936.809,57.416588000000004,15754.0,7055.0,962.0,70782.0,67809.0,52951.0,14858.0,2973.0,,8917.8,506802.56,1223.2788139999998
2011-05-01,126.0,1360.0,815.3,283006.0,1.269438,15.346881,76.656387,81.36497,174.637676,48.1269,546.6505345,19.772854,393.3041066000001,133.57357389999999,986.393,49.12517,17995.0,7386.0,1004.0,75996.0,72743.0,56367.0,16376.0,3253.0,,9560.4,542130.24,1185.2067263000004
2011-06-01,150.0,1110.0,864.0,268828.0,1.410732,16.198404,83.724658,68.478496,169.81229,48.9285,531.5495618,16.779868,384.1201364,130.6495574,887.565,43.83344,21237.0,7874.0,1092.0,73702.0,69932.0,55737.0,14195.0,3770.0,,10135.8,517100.76999999996,1157.3398953000005
2011-07-01,180.0,1210.0,886.0,296702.0,1.201288,15.284193,69.682756,76.54171,162.709947,49.8425,587.8486078999999,20.468206999999996,419.3098147,148.07058619999998,908.84,44.57865,20122.0,7176.0,977.0,72484.0,68897.0,54688.0,14209.0,3587.0,,10562.6,523110.28,1195.9577121000007
2011-08-01,189.0,1568.0,903.3,307779.0,11.118832,16.678761,76.674857,82.620706,187.093156,47.8982,581.6989228,17.375129000000005,421.1359815,143.1878123,1006.094,49.84888,21758.0,8708.0,1359.0,81130.0,77424.0,61707.0,15717.0,3706.0,,10311.9,562167.24,1214.7218513
2011-09-01,190.0,1679.0,932.3,336998.0,1.453938,16.838591,77.097855,85.091997,180.482381,49.8797,573.1377156,16.056794,413.6682537,143.4126679,1092.31,53.95213,23910.0,8531.0,1123.0,83072.0,79331.0,61456.0,17875.0,3741.0,,9089.5,563814.46,1208.3517382
2011-10-01,189.0,1946.0,878.2,345898.0,1.23589,15.946057,95.37364,62.962766,175.518353,48.2545,592.9383721,15.542980000000002,424.507017,152.88837510000002,1000.939,43.40714,23834.0,6836.0,1042.0,82298.0,79058.0,65334.0,13724.0,3240.0,,9062.4,573604.68,1186.8552284
2011-11-01,180.0,2273.0,871.7,377928.0,1.438404,15.173239,82.968563,78.671925,178.252131,49.9951,593.5923788000001,14.64306,425.76989440000017,153.17942439999996,1048.395,46.9409,23254.0,6231.0,988.0,76060.0,72852.0,59583.0,13269.0,3208.0,,9505.9,569868.29,1206.5376936000002
2011-12-01,150.0,2477.0,839.1,479869.0,1.2087203999999998,16.6982193,91.36486,98.41684688,207.688647,46.3592,688.0187801999998,13.915949999999997,503.4102291999999,170.69260099999994,922.969,46.44016,22666.0,5059.0,843.0,82855.0,80471.0,65033.0,15438.0,2384.0,,10118.6,577657.5200000001,1245.9875439000007
2012-01-01,120.0,2199.0,684.3,382374.0,1.3247436000000001,13.829220099999999,82.9096175,86.14541231999999,184.208994,45.9171,649.5825609,13.766020000000001,472.2697823,163.54675859999998,859.899,46.81374,13509.0,5387.0,541.0,62941.0,60497.0,46442.0,14055.0,2444.0,,10806.8,523318.89400000003,1115.8575569000009
2012-02-01,135.8,1849.0,628.1,382811.0,1.2171956000000002,13.992388,81.008595,83.88150297,180.099682,42.4571,599.7246101999999,12.23215,435.5993289999999,151.89313119999997,763.164,43.901471,15784.0,7326.0,540.0,63859.0,61723.0,42177.0,19546.0,2136.0,,10089.2,508500.26600000006,990.5899356999998
2012-03-01,140.0,2039.0,830.4,458386.0,1.482085,16.753426349999998,77.215253,100.38380262000001,195.834567,52.4699,644.8443595000001,12.16573,472.4566992000001,160.22193030000005,952.42,57.55495,20632.0,8109.0,859.0,68055.0,65580.0,48744.0,16836.0,2475.0,,10178.0,586289.056,1181.4000926
2012-04-01,140.0,1663.0,722.8,322102.0,1.26365,12.1874115,53.77227315,97.94545676999999,165.168791,51.8636,581.8230755000001,10.451649999999999,426.75713110000004,144.61429440000003,782.379,40.97824,20197.0,5977.0,594.0,65760.0,63623.0,49713.0,13910.0,2137.0,,8970.0,509178.79,1139.4809100000002
2012-05-01,150.0,1317.0,878.4,279888.0,1.177714,13.153578,57.230143549999994,106.12765987,177.689095,50.1124,584.9208186000001,10.97525,431.7330635,142.2125051,871.336,38.75722,21708.0,5768.0,963.0,64746.0,62429.0,49710.0,12719.0,2317.0,,9601.7,562735.817,1146.6837560999995
2012-06-01,155.0,1024.0,876.2,317472.0,1.37339,12.806727,55.733782,103.10385,173.017749,52.2504,592.5017067,11.0127,432.5313685,148.95763820000002,887.523,34.2195,19669.0,7925.0,978.0,72514.0,69360.0,50692.0,18668.0,3154.0,,10297.0,511377.7299999999,1103.0750692000006
2012-07-01,171.0,486.0,864.1,293426.0,1.24072,13.160958,72.617215,72.706121,159.725014,54.0118,631.3568859000001,11.75909,465.42681840000006,154.17097750000002,904.169,34.18326,21661.0,8481.0,1089.0,66614.0,63989.0,48994.0,14995.0,2625.0,,11071.7,502393.085,1165.8754573999993
2012-08-01,192.0,1617.0,983.0,288936.0,1.2861,13.974201,80.972935,84.023479,180.256715,51.1215,618.8459888,10.401980000000002,461.89229459999996,146.5517142,840.612,32.39346,23233.0,10030.0,932.0,73595.0,71102.0,54405.0,16697.0,2493.0,,10408.3,548225.5329999999,1131.5976936000002
2012-09-01,190.0,1665.0,863.3,367944.0,1.25336,12.769269,68.707507,79.57682,162.306956,49.1924,605.2808037,8.78492,457.6293774999999,138.8665062,889.254,34.883641,19845.0,9230.0,1260.0,65661.0,62270.0,46672.0,15598.0,3391.0,,9338.600000000002,534845.7930000001,1063.6252268999997
2012-10-01,190.0,1890.0,952.8,327092.0,1.43702,15.402681,81.815946,83.204786,181.860433,56.1997,634.3724987,9.11807,474.836139,150.4182897,954.076,42.738283,19207.0,8130.0,1317.0,67602.0,64137.0,48986.0,15151.0,3465.0,,9608.0,574425.7980000001,1110.9889585999997
2012-11-01,180.0,2065.0,942.0,344558.0,1.32148,14.746739,81.225503,86.642551,183.936273,52.5508,640.0805747000002,9.52901,479.7453731000001,150.80619159999998,959.055,51.05164,21972.0,7875.0,1230.0,70388.0,67040.0,49329.0,17711.0,3348.0,,10031.399999999998,536758.5510000001,1178.706479
2012-12-01,190.0,2550.0,922.0,539435.0,1.381418,15.161743,83.882655,95.821124,196.246939,47.669,719.0611758,10.558399999999999,533.9938906,174.50888519999998,787.347,36.23886,26460.0,8393.0,1186.0,88323.0,85080.0,42142.0,17286.0,1595.0,,10824.3,551624.2220000001,1163.9461030999998
2013-01-01,0.0,2557.0,694.2,401490.0,1.41688,8.885444,65.200336,103.008043,178.510703,43.5053,712.7531362000002,12.02458,530.2570751000001,170.47148110000012,888.115,41.52272,15804.0,4951.0,537.0,58070.0,56154.0,42645.0,13509.0,1916.0,,11134.119344999996,533708.656,1118.3565496
2013-02-01,140.0,2500.0,692.0,360692.0,1.49416,7.169398,56.408121,100.909378,165.981057,44.162,635.2870305999999,11.33826,471.5725458999999,152.3762247,808.885,44.02012,17435.0,6926.0,769.0,67696.0,65442.0,49837.0,15605.0,2254.0,,9834.160006999999,474121.406,991.2589918
2013-03-01,160.0,2200.0,842.0,347680.0,1.366458,8.378007,62.463397,114.917003,187.124865,53.124,676.3570492,10.57801,504.93732480000006,160.84171440000003,914.793,47.21168,24722.0,8375.0,1335.0,77185.0,74269.0,55072.0,19197.0,2916.0,,9756.129308000001,483321.4419999999,1152.1766924
2013-04-01,160.0,1950.0,757.0,335484.0,1.42098,6.404576,78.508666,79.695641,166.029863,51.59,630.0345083999998,12.000190000000002,466.76474359999975,151.26957480000007,946.202,44.62162,23873.0,8264.0,1146.0,85533.0,82545.0,61360.0,21185.0,2988.0,,9307.334163,516808.51999999996,1198.4035732000004
2013-05-01,160.0,1470.0,977.0,309349.0,1.56629,6.785487,80.880092,76.442281,165.67415,48.644,664.1314903000001,12.674889999999998,495.1874735000001,156.2691268,997.86,47.12407,20889.0,8904.0,1463.0,85646.0,81580.0,59753.0,21827.0,4066.0,,10232.825394000005,498282.637,1207.6927409000004
2013-06-01,155.0,1112.0,866.0,277389.0,1.37992,7.019921,76.958019,75.202021,160.559881,47.1571,635.2612368,10.57519,474.8380773,149.8479695,913.101,42.57399,22173.0,7809.0,1447.0,88541.0,84806.0,62900.0,21906.0,3735.0,,10360.537193999993,447635.81,1101.2498416000003
2013-07-01,155.0,1112.0,866.0,337169.0,1.356863,6.001171,81.991899,76.148199,165.498132,53.919,694.2499019999998,12.4862,517.3699958999998,164.39370609999997,1004.647,47.87826,19362.0,8713.0,1415.0,81425.0,78084.0,59997.0,18087.0,3341.0,,11156.173393,487084.24000000005,1175.4631148999995
2013-08-01,190.0,1248.0,969.0,339955.0,1.109814,6.712404,87.039389,82.85005,177.711657,52.5738,685.2845218,11.38852,514.2247993999999,159.67120240000003,1070.747,53.21706,20471.0,9075.0,1301.0,88922.0,85069.0,62488.0,22581.0,3853.0,,10904.479243000002,474999.7540000001,1181.4370642999995
2013-09-01,190.0,1715.0,929.0,356071.0,1.60742,8.217751,87.367182,62.510073,159.702426,51.6554,650.2489016000001,9.94718,486.55208940000006,153.74963219999998,1041.879,52.02307,21252.0,9762.0,1567.0,85300.0,81361.0,59510.0,21851.0,3939.0,,10195.872995000005,464693.15,1099.8474928
2013-10-01,0.0,2030.0,972.2,394022.0,1.65728,1.284648,68.433243,110.391525,181.766696,50.5684,711.8481284,10.126209999999999,532.4442674999999,169.27765090000003,1135.823,54.64167,19719.0,8158.0,1560.0,81358.0,77450.0,56479.0,20971.0,3908.0,,10045.715632000003,526866.43,1183.2431746999996
2013-11-01,190.0,2083.0,1004.0,386420.0,1.352118,1.307073,63.292442,109.180941,175.132574,51.2541,691.3463875,5.25134,519.2053142999999,166.8897332,1046.324,48.87368,19153.0,9173.0,1230.0,75274.0,71926.0,52191.0,19735.0,3348.0,,10015.701652,500841.56,1157.1838461
2013-12-01,180.0,2426.0,905.0,504722.0,1.682618,15.921522,187.325931,0.186077,205.116148,48.1508,779.4924781,4.17732,576.5619015999999,198.7532565,914.744,39.74979,19390.0,9035.0,1209.0,88967.0,85442.0,62147.0,23295.0,3525.0,,12291.286493000003,519520.47000000003,1183.6011787
2014-01-01,0.0,2442.0,715.42832,444715.0,1.47116,1.31488,74.77615,135.602801,213.164991,45.7989,758.6280840999997,2.2296300000000002,570.1002739999997,186.2981801,910.379,39.756907300000016,12065.0,3274.0,687.0,46766.0,44707.0,34350.0,10357.0,2059.0,,12004.342368,505108.28,1109.8453143
2014-02-01,140.0,2037.0,676.88822,342821.0,1.71827,1.158975,58.264435,91.209167,152.350847,41.746,656.6855157,2.8051,492.5594583000001,161.3209574,783.917,36.49464999999999,13809.0,6953.0,507.0,54793.0,53089.0,38389.0,14700.0,1704.0,,9823.968201,466889.9700000001,1013.9197978999993
2014-03-01,162.0,1837.0,702.57312,335588.0,1.36875,0.46125,58.946504,103.956447,164.732951,46.855,685.5284267000001,2.562,521.8528779000001,161.11354880000002,898.807,49.918699999999994,15525.0,7434.0,568.0,49747.0,47814.0,33582.0,14232.0,1933.0,,9789.798788999999,492492.63999999996,1106.5942596
2014-04-01,0.0,1461.0,757.5088099999999,323823.0,1.43069,12.382254,162.754924,17.458896,194.026764,51.719,656.6971698,2.035237,504.86947740000005,149.79245539999994,895.215,46.85457099999999,15379.0,7398.0,606.0,51346.0,49558.0,36579.0,12979.0,1788.0,,9595.374350000002,474771.97000000003,1268.4099388
2014-05-01,160.0,1150.0,855.24825,280364.0,1.805949,0.541932,10.87381,125.221871,138.443562,49.293,638.6405450999999,1.417929,496.98577809999995,140.23683799999998,919.866,44.83806,15687.0,7034.0,642.0,50648.0,48966.0,35929.0,13037.0,1682.0,,10409.105006,492038.3500000001,1131.7699604999996
2014-06-01,155.0,870.0,856.4780499999999,277718.0,3.26142,0.403642,11.280984,140.943294,155.88934,46.9712,611.8024205999999,1.64572,475.47250139999994,134.6841992,885.732,43.395100000000006,17444.0,7124.0,713.0,53131.0,51272.0,37213.0,14059.0,1859.0,,10901.714975999997,461360.4799999999,1163.0769986
2014-07-01,0.0,1129.25667735235,922.8687299999999,333021.0,3.58297,0.525266,12.0438,157.495965,173.648001,54.598,659.5460555,1.909,509.80726610000005,147.82978939999998,949.732,45.934670000000004,18018.0,5812.0,627.0,54184.0,51992.0,38274.0,13718.0,2192.0,,11363.942101999997,476444.6,1226.1911303
2014-08-01,190.0,976.0,922.2870999999999,333525.0,3.22851,0.553134,60.709691,98.793668,163.285003,55.5367,660.2980626,2.27289,508.0400458,149.98512679999996,993.397,41.770709999999994,16476.0,7549.0,953.0,51112.0,49034.0,36351.0,12683.0,2078.0,,10490.682389,481343.82,1063.3373935
2014-09-01,190.0,1342.0,913.96965,346447.0,4.91111,0.147381,11.404013,147.635973,164.098477,55.5367,655.5472287,2.569,507.23141849999996,145.7468102,1045.431,48.448949999999996,16852.0,8676.0,1119.0,60317.0,57698.0,42537.0,15161.0,2619.0,,9807.544191,514482.12,1141.5142414
2014-10-01,190.0,1588.0,922.76296,385551.0,4.90137,0.45419,12.527416,168.286132,186.169108,52.7077,694.7302936,2.701,535.4738084999999,156.55548510000003,1100.852,55.543490000000006,11403.0,7980.0,1076.0,47628.0,45180.0,31244.0,13936.0,2448.0,,10706.493141,532098.0399999999,1176.5167580000002
2014-11-01,190.0,1935.0,867.96235,362015.0,3.31629,0.401981,10.975774,153.214918,167.908963,51.0204,655.3061611,2.329,493.15482470000006,159.8223364,995.982,45.186699999999995,13279.0,5433.0,996.0,41380.0,39161.0,29509.0,9652.0,2219.0,,10344.736671999995,516103.76,1143.2676188999997
2014-12-01,180.0,2254.0,867.96235,490360.0,3.613215,0.599893,79.616658,111.779076,195.608842,49.445,747.6340967000001,2.948,545.5938665000001,199.09223019999996,892.15,41.279679999999985,15897.0,6770.0,840.0,52796.0,50501.0,38739.0,11762.0,2295.0,,11229.377819999996,534217.89,1172.2385321000004
2015-01-01,210.0,2268.5,741.6206599999999,405924.0,2.35357,0.665278,9.809737,152.099742,164.928327,45.062,753.9878805999999,2.603,544.9659072999999,206.4189733,927.973,38.76452,11064.0,3515.0,759.0,34128.0,32475.0,25693.0,6734.0,1701.0,,11706.190093000003,511772.12000000005,1106.2078892000002
2015-02-01,245.0,1892.0,699.1902,341562.0,4.09752,0.244269,10.0065,148.629458,162.977747,39.6614,680.9806705000002,2.457,490.74936260000015,187.77430790000005,885.023,43.56634999999999,13747.0,6274.0,785.0,44074.0,42364.0,30196.0,12152.0,1726.0,,10665.086620999999,467584.08,966.8862666000001
2015-03-01,162.0,1706.0,808.75163,355288.0,2.144817,0.51663,48.347394,133.52373,184.532571,45.1131,697.2989319000001,2.466,507.5684177000001,187.2645142,967.701,45.96370999999999,15096.0,8542.0,847.0,52791.0,50545.0,38029.0,12516.0,2246.0,,11548.527072000003,505588.99999999994,1091.3837228999998
2015-04-01,0.0,1694.64955529264,840.4747199999999,338585.0,4.31957,0.51672,9.800338,150.521202,165.15783,49.7565,701.6146441000001,2.12,512.2515978,187.2430463,1045.09,48.651810000000005,13316.0,6501.0,1044.0,46363.0,43819.0,32344.0,11475.0,2634.0,,10026.434760000002,517127.11000000004,1129.1746349000002
2015-05-01,162.0,1223.0,845.03163,302804.0,5.454864,0.505074,9.29996,147.176109,162.436007,46.8661,668.5208862000002,2.03899,486.2461640000002,180.23573220000003,995.899,45.19657,13774.0,7622.0,1084.0,53286.0,50380.0,36177.0,14203.0,3070.0,,10467.633693000003,521474.45999999996,1102.9544573000003
2015-06-01,157.0,925.0,961.81356,294197.0,7.245402,6.330512,32.395471,104.428335,150.39972,48.1555,671.9955223999999,1.94797,488.88194059999995,181.1656118,1055.434,44.945550000000004,,,,61221.0,57867.0,41256.0,16611.0,3354.0,,11254.419666999998,506275.1499999999,1129.0097876999996
2015-07-01,172.0,1030.0,931.85887,334906.0,4.72106,3.732675,53.170999,111.30695,172.931684,,724.5501899000001,2.03198,520.1715799000001,202.34663000000006,1069.622,44.411539999999995,,,,56213.0,53997.0,39874.0,14123.0,2216.0,,11907.361918999997,515367.80999999994,1221.6158986
2015-08-01,192.0,1038.0,856.6524400000001,314301.0,3.96928,3.4955,50.035514,104.613329,162.113623,,690.3056887,1.92998,499.40724200000005,188.96846669999996,977.469,36.91437000000001,,,,59592.0,57357.0,42568.0,14789.0,2235.0,,11130.262807999998,522716.95999999996,1160.4864326999998
2015-09-01,192.0,1427.0,903.4854399999999,337257.0,8.097531,0.540797,58.230305,90.8707,157.739333,,700.2452749,2.5999899999999996,504.89056830000004,192.75471660000002,1123.491,47.60454000000001,,,,61464.0,60468.0,42771.0,17697.0,996.0,,10552.903241000004,520329.89,1113.8662109000002
2015-10-01,192.0,1689.0,948.08576,344895.0,1.981,3.332788,9.4479,152.528177,167.289865,,740.8057141,3.3199899999999998,528.4697883000001,209.01593579999997,1128.015,42.559599999999996,,,,52209.0,51681.0,38459.0,13222.0,528.0,,10722.174389,535816.7399999999,1159.9130768999999
2015-11-01,192.0,2058.0,887.2267300000001,337596.0,4.39,3.606795,8.834135,154.057067,170.887997,,704.5204891999999,3.0069899999999996,505.20745880000004,196.30604039999992,991.175,36.282259999999994,,,,52526.0,51648.0,37931.0,13717.0,878.0,,10219.189482,527046.0199999999,1112.9624144000002
2015-12-01,181.8,2397.1,844.91901,487125.0,3.6145,4.00845,11.330392,190.746698,209.70004,,808.7125310999999,2.166,570.3685223999998,236.17800869999996,933.124,26.08444,,,,39415.0,34508.0,25804.0,8704.0,4907.0,,11909.435560999995,552431.76,1120.5625401
2016-01-01,121.2,2412.9,681.29,343635.0,6.912585,0.042637,48.032537,107.45422,162.441979,,761.7802021999998,1.978,536.4337736999998,223.36842850000008,858.496,21.48074,,,,49935.0,49545.0,38263.0,11282.0,390.0,,12344.911762000003,531880.69,1068.6055066
2016-02-01,141.4,2012.7,660.927,345388.0,7.734245,0.013101,47.081953,100.331759,155.161058,,731.3948576,2.565,517.6276028,211.2022548,802.226,22.777919999999998,,,,52593.0,51900.0,38518.0,13382.0,693.0,,11731.845100999999,509785.6499999999,1017.5113163000001
2016-03-01,163.2,1815.0,758.505,326219.0,3.396,4.937403,9.4745,152.042845,169.850748,,740.3937885,2.464,532.7300496,205.19973889999997,885.244,32.75354,,,,,60694.0,44319.0,16375.0,,,10461.475919999999,555253.2,1145.7581407999999
2016-04-01,,,806.3710000000001,281333.0,7.494725,0.0995,52.219656,117.242698,177.056579,,666.3795071000001,2.224,487.31670370000006,176.8388034,756.828,26.108919999999998,,,,,60513.0,43056.0,17457.0,,,10292.000855999997,532593.56,1121.5623632
2016-05-01,,,777.21,249762.0,5.737985,7.444718,44.347873,41.051289,98.581865,,670.4708101,1.889,497.90811979999995,170.6736903,881.663,35.67248,,,,,60360.0,41841.0,18519.0,,,11358.011628000002,551938.56,1263.0509846999998
2016-06-01,,,751.145,256063.0,7.50291,12.012319,2.360715,118.822034,140.697978,,672.4546959,2.734,489.46945460000006,180.2512413,857.525,33.583239999999996,,,,,63192.0,43817.0,19375.0,,,11812.947050000004,511199.68000000005,1261.2648001999999
2016-07-01,,,799.308,280657.0,7.82065,12.01613,3.724561,103.495786,127.057127,,709.3240042000002,2.749,506.2870136000001,200.28799060000006,847.654,33.25187,,,,,52678.0,38242.0,14436.0,,,11929.645375,518647.71,1142.5661084999997
2016-08-01,,,902.939,299432.0,8.526065,18.114834,72.87812,55.715836,155.234855,,728.6122052,3.098,528.026801,197.4874042,1042.872,45.980521,,,,,63952.0,45649.0,18303.0,,,10855.441952,568999.5399999999,1182.3124678999998
2016-09-01,,,909.69,293386.0,10.157125,18.09863,3.753285,108.04174,140.05078,,693.3798532999997,3.117,494.9239141999998,195.33893909999992,996.23,45.365970000000004,,,,,67816.0,49420.0,18396.0,,,10382.081134,561435.95131,1078.574574
2016-10-01,,,831.3439999999999,303895.0,9.079875,18.84427,4.853245,110.164691,142.942081,,734.9854574,3.353,522.124738,209.5077194,925.679,41.51222,,,,,56357.0,40949.0,15408.0,,,9956.038875000004,564643.6806119999,1085.3323425
2016-11-01,,,797.722,332266.0,11.112625,20.196616,11.589877,109.429067,152.328184,,729.6199809999999,3.377,514.1067026,212.1362784,1007.185,55.823389999999996,,,,,62401.0,43035.0,19366.0,,,10132.540584,555875.4372939998,1133.6891975999997
